股票代號,股票名稱,收盤價,月平均價
"030405","國巨元大25購09","1.92","2.13"
"030406","台積電元大29購30","","1.33"
"030407","台積電元大2A購24","0.85","0.86"
"030408","台積電元大2B購11","0.37","0.38"
"030409","陽明元大25購13","2.22","2.07"
"03040P","智伸科凱基23售01","0.84","0.71"
"030410","慧洋元大25購06","1.76","1.65"
"030411","智原元大25購05","","1.68"
"030412","欣興元大25購12","4.80","6.30"
"030413","玉晶光元大25購05","1.18","1.41"
"030414","碩天元大25購04","0.42","0.67"
"030415","世芯元大25購01","1.86","2.00"
"030416","世芯元大25購02","1.72","1.83"
"030417","世芯元大29購03","1.75","1.87"
"030418","日月光元大25購02","","2.20"
"030419","新唐元大25購04","0.63","0.77"
"03041P","康普凱基24售02","1.01","0.98"
"030420","嘉聯益元大25購05","0.66","0.89"
"030421","南電元大25購07","1.64","2.43"
"030422","南電元大25購08","","2.44"
"030423","臺股指元大29購15","1.11","1.44"
"030424","臺股指元大29購16","1.07","1.24"
"030425","臺股指元大2A購08","1.14","1.44"
"030426","臺股指元大2A購09","1.10","1.33"
"030427","南亞國票25購01","0.58","0.93"
"030428","中興電國票26購02","4.57","4.67"
"030429","華新國票26購02","2.13","2.29"
"03042P","力積電凱基25售01","0.16","0.19"
"030431","聯電國票26購02","","1.03"
"030432","國巨國票25購03","","2.28"
"030433","台積電國票27購03","0.77","0.83"
"030434","長榮國票26購02","2.12","2.07"
"030435","八方國票26購02","1.02","1.31"
"030436","世芯國票26購04","","1.39"
"030437","貿聯國票26購02","1.78","2.23"
"030438","新唐國票26購02","","1.44"
"030439","威鋒電國票27購01","","1.59"
"03043P","南電凱基23售12","","0.20"
"030440","華新康和27購01","1.48","1.51"
"030441","東陽永豐25購01","0.86","1.54"
"030442","華新永豐26購01","1.73","2.00"
"030443","台光電永豐25購01","0.73","1.08"
"030444","世芯永豐27購01","","1.36"
"030445","晶碩永豐25購02","2.35","2.14"
"030446","裕隆元富25購05","2.23","2.54"
"030447","聯電元富25購06","0.76","0.87"
"030449","大立光元富2B購01","1.07","1.13"
"03044P","台灣50元大23售25","0.70","0.64"
"030450","台勝科元富25購02","","1.44"
"030451","世芯元富25購06","","5.32"
"030452","世芯元富2B購01","1.64","1.83"
"030453","遠東新麥證25購01","1.48","2.11"
"030454","聯電麥證25購03","0.85","0.88"
"030455","T50反1國泰27購01","0.51","0.51"
"030456","大成鋼國泰27購01","1.54","1.84"
"030457","元黃金群益27購01","1.14","1.18"
"030458","道瓊反群益29購06","0.85","0.80"
"030459","裕隆群益26購01","4.65","5.40"
"03045P","台灣50元大23售26","0.94","0.83"
"030460","萬海群益25購06","1.51","1.32"
"030461","富邦金群益25購01","0.93","1.23"
"030462","大立光群益25購13","","1.31"
"030463","玉晶光群益25購03","0.94","1.13"
"030464","世芯群益25購05","","1.99"
"030465","元晶群益25購04","0.66","0.75"
"030466","力智群益25購05","","2.29"
"030467","南電群益25購04","2.53","3.78"
"030468","台積電法興25購03","1.80","2.22"
"030469","台積電法興25購04","1.50","1.79"
"03046P","台灣50元大23售27","1.19","1.04"
"030470","聯發科法興25購01","1.72","2.90"
"030471","裕隆兆豐25購01","1.62","1.75"
"030472","光罩兆豐27購01","1.73","1.75"
"030473","長榮兆豐28購01","1.35","1.25"
"030474","玉晶光兆豐25購02","0.60","1.02"
"030475","臻鼎兆豐27購01","0.60","0.84"
"030476","台灣50凱基29購01","","1.82"
"030477","台灣50凱基2B購01","1.60","2.05"
"030478","元石油凱基29購02","","1.05"
"030479","臺指反凱基2B購05","","0.81"
"03047P","台灣50元大24售15","1.02","0.93"
"03047X","元展44","","36.60"
"030480","道瓊反凱基29購04","0.50","0.45"
"030481","SGBR2X凱基29購02","0.94","1.00"
"030482","南亞凱基25購01","0.68","1.16"
"030483","和大凱基25購01","","1.68"
"030484","裕隆凱基25購03","1.86","2.16"
"030485","光罩凱基27購03","1.94","2.17"
"030486","友達凱基25購07","0.70","1.01"
"030487","仲琦凱基25購01","","1.78"
"030488","聯發科凱基25購19","0.70","1.02"
"030489","興富發凱基26購01","","0.96"
"03048P","台灣50元大24售16","1.17","1.05"
"030490","長榮凱基25購17","1.93","1.79"
"030491","陽明凱基25購05","2.15","2.04"
"030492","漢翔凱基26購01","1.48","1.61"
"030493","三商壽凱基26購01","0.66","0.78"
"030494","玉晶光凱基26購03","0.85","1.06"
"030495","新唐凱基27購02","1.10","1.29"
"030496","眾達凱基26購01","0.92","1.09"
"030497","聯茂凱基27購01","","1.40"
"030498","富鼎凱基28購02","","0.68"
"030499","電子類凱基26購05","1.03","1.14"
"03049P","怡利電元大23售08","","0.95"
"03049X","元展46","11.60","11.10"
"030500","SGBR2X元大26購03","1.01","1.00"
"030502","SGBR2X元大28購02","0.93","0.93"
"030503","台泥元大25購03","","1.05"
"030504","華新元大25購11","2.22","2.61"
"030505","華新元大25購12","2.26","2.55"
"030506","裕隆元大25購13","2.55","2.84"
"030507","台積電元大25購39","1.04","1.13"
"030508","台積電元大29購31","","1.51"
"030509","義隆元大25購02","","1.85"
"03050P","怡利電元大23售09","1.30","1.13"
"03050X","元展47","14.20","14.69"
"030510","智原元大25購06","1.34","1.60"
"030511","建漢元大25購01","1.80","2.16"
"030512","瑞鼎元大25購05","1.77","1.79"
"030513","世芯元大25購05","","1.99"
"030514","世芯元大25購06","1.81","1.95"
"030515","材料元大25購04","","1.74"
"030516","正文元大25購01","","0.79"
"030517","祥碩元大25購09","1.32","1.57"
"030518","啟碁元大25購06","0.56","0.76"
"030519","GIS元大25購03","2.41","2.29"
"03051P","陽明元大23售14","1.71","1.97"
"030520","志強元大25購01","0.85","1.09"
"030521","南電元大25購09","1.67","2.39"
"030522","南電元大25購10","1.71","2.43"
"030523","電子類元大29購01","1.00","1.04"
"030524","電子類元大29購02","0.85","1.05"
"030525","金融類元大29購01","","1.82"
"030526","金融類元大29購02","","1.51"
"030527","道瓊反富邦27購01","1.39","1.22"
"030528","台積電富邦26購11","0.90","1.16"
"030529","友達富邦26購05","0.50","0.67"
"03052P","萬海元大23售29","1.15","1.50"
"030530","聯發科富邦26購04","0.68","1.36"
"030531","聯詠富邦26購02","1.74","1.61"
"030532","新唐富邦25購01","","0.60"
"030533","祥碩富邦25購02","0.61","0.74"
"030534","嘉聯益富邦28購01","","0.71"
"030535","力積電富邦26購04","1.05","1.16"
"030536","全新國票25購01","","0.83"
"030537","元晶國票26購02","0.84","1.02"
"030538","全新中信26購01","","0.30"
"030539","世芯中信29購01","1.43","1.52"
"03053P","健策元大23售16","1.26","1.31"
"030540","敦泰統一28購01","","0.88"
"030541","新唐台新25購01","1.06","1.18"
"030542","敦泰國泰27購01","","1.30"
"030543","台泥永豐25購01","1.45","1.45"
"030544","中鋼永豐25購01","0.91","1.12"
"030545","中華永豐26購01","","1.21"
"030546","仁寶永豐25購01","1.20","0.98"
"030547","旺宏永豐25購02","1.14","1.11"
"030548","瑞昱永豐25購02","0.58","0.82"
"030549","全新永豐26購01","0.50","0.81"
"030550","景碩永豐26購01","0.49","0.80"
"030551","台勝科永豐25購03","0.72","0.91"
"030552","AES永豐26購01","1.00","1.30"
"030553","富邦媒永豐25購01","1.05","1.25"
"030554","鴻海康和26購02","0.78","0.90"
"030555","台積電康和25購08","","1.29"
"030556","富邦金康和25購01","0.90","1.26"
"030557","開發金康和25購02","0.50","0.67"
"030558","欣興康和25購04","0.33","0.59"
"030559","世紀鋼康和25購01","","1.58"
"03055P","華孚元大23售01","0.98","1.01"
"030560","T50反1元大29購05","0.67","0.63"
"030561","T50反1元大2A購04","0.71","0.66"
"030562","FB越南元大27購02","1.00","1.06"
"030563","中興電元大25購03","","2.62"
"030564","華新元大25購13","5.75","6.53"
"030565","華新元大25購14","1.00","1.13"
"030566","鴻海元大25購10","","1.45"
"030567","台積電元大25購41","0.53","0.55"
"030568","台積電元大25購42","1.06","1.24"
"030569","台積電元大29購32","","0.91"
"03056P","怡利電國票23售05","","0.68"
"030570","義隆元大25購03","1.51","1.58"
"030571","玉晶光元大25購06","","1.28"
"030572","揚明光元大25購01","","1.11"
"030573","世芯元大25購09","","1.48"
"030574","世芯元大25購10","","1.68"
"030575","拓凱元大25購03","","1.69"
"030576","材料元大25購05","1.60","1.56"
"030577","眾達元大28購02","1.19","1.28"
"030578","祥碩元大25購10","1.37","1.54"
"030579","聯茂元大25購04","","1.71"
"03057P","陽明國票23售05","1.18","1.41"
"030580","威鋒電元大25購05","","1.18"
"030581","振樺電元大25購03","1.00","1.22"
"030582","裕隆元富28購02","2.04","2.30"
"030583","台光電元富26購01","1.08","1.41"
"030584","全新元富26購01","0.49","0.69"
"030585","大立光元富2B購02","1.23","1.24"
"030586","華擎元富25購02","2.85","2.80"
"030587","世芯元富26購03","1.32","1.50"
"030588","力積電元富25購01","1.47","1.62"
"030589","裕隆麥證27購01","2.17","2.35"
"03058P","T50正2國票28售01","1.78","1.74"
"030590","元油反富邦27購01","","0.96"
"030591","大成鋼富邦25購02","1.16","1.47"
"030592","聯電富邦26購03","0.51","0.62"
"030593","鴻海富邦26購03","0.78","0.96"
"030594","技嘉富邦26購02","0.76","0.84"
"030595","南亞科富邦26購01","0.46","0.55"
"030596","全新富邦25購01","","0.41"
"030597","欣興富邦27購03","0.47","0.68"
"030598","富采富邦26購01","0.73","0.71"
"030599","聯茂富邦25購01","0.46","0.52"
"03059P","陽明國票24售04","0.92","1.23"
"030600","上証2X凱基29購01","2.57","2.32"
"030601","A50正2凱基28購01","1.97","1.91"
"030602","台泥凱基28購01","1.06","1.07"
"030603","中砂凱基26購02","","1.22"
"030604","台積電凱基29購01","","2.71"
"030605","台積電凱基2A購10","","2.27"
"030606","聯發科凱基26購08","0.73","1.11"
"030607","長榮凱基27購06","2.02","1.85"
"030608","長榮航凱基25購10","2.58","2.69"
"030609","臺企銀凱基26購01","0.81","0.83"
"03060P","台驊控國票25售01","0.36","0.36"
"030610","智原凱基27購01","0.87","1.11"
"030611","玉晶光凱基26購04","1.21","1.47"
"030612","世芯凱基25購02","","1.29"
"030613","世芯凱基27購04","","1.84"
"030614","致伸凱基25購03","1.36","1.44"
"030615","上証2X群益25購03","3.00","3.07"
"030616","滬深2X群益25購05","2.63","2.47"
"030617","FBNQ2X群益25購01","","1.02"
"030618","光罩群益25購02","2.92","3.30"
"030619","聯發科群益27購03","","1.27"
"03061P","台灣50元富23售02","1.30","1.10"
"030620","聯發科群益27購04","0.82","1.63"
"030621","宏達電群益25購04","6.35","7.70"
"030622","聯詠群益25購04","1.94","1.77"
"030623","智原群益25購06","1.34","1.59"
"030624","世芯群益25購06","","2.27"
"030625","貿聯群益25購04","1.57","1.94"
"030626","致伸群益25購01","","0.39"
"030627","眾達群益25購02","0.85","0.97"
"030628","乙盛群益25購03","2.30","2.61"
"030629","臺股指群益25購15","1.23","1.56"
"03062P","聚陽元富23售02","0.47","0.55"
"030630","A50正2永豐26購01","","1.70"
"030631","光罩永豐27購02","","1.01"
"030632","華碩永豐25購01","0.89","1.13"
"030633","飛宏永豐26購01","1.04","1.06"
"030634","合勤控永豐25購02","1.21","1.13"
"030635","AES永豐27購01","0.87","1.13"
"030636","友達國票25購03","0.63","0.90"
"030637","慧洋國票26購01","1.34","1.34"
"030638","聯詠國票26購01","1.81","1.70"
"030639","創意國票26購03","3.34","3.20"
"03063P","聯電元富23售04","","0.69"
"030640","台勝科國票26購02","0.97","1.15"
"030641","材料國票26購02","2.35","2.40"
"030642","穎崴國票26購01","1.19","1.65"
"030643","AES國票26購03","","1.34"
"030644","南電國票26購04","1.45","2.22"
"030645","富鼎國票26購03","1.08","1.28"
"030646","臺指反凱基2B購06","0.98","0.93"
"030647","川湖凱基25購01","1.13","1.36"
"030648","裕隆凱基25購05","2.27","2.45"
"030649","鴻海凱基25購08","0.48","0.65"
"03064P","金寶元富23售03","0.93","0.94"
"030650","台積電凱基2A購11","2.32","2.61"
"030651","台積電凱基3B購01","","3.83"
"030652","瑞昱凱基25購05","0.55","0.94"
"030653","漢唐凱基26購01","1.81","1.71"
"030654","長榮凱基25購18","0.82","0.77"
"030655","陽明凱基27購04","1.58","1.51"
"030656","萬海凱基25購09","1.52","1.30"
"030657","智原凱基26購02","","1.36"
"030658","創意凱基25購05","1.66","1.49"
"030659","創意凱基27購03","1.70","1.58"
"03065P","景碩元富23售02","","0.78"
"030660","創意凱基2A購01","1.76","1.67"
"030661","拓凱凱基25購02","1.53","1.63"
"030662","祥碩凱基25購05","1.05","1.23"
"030663","帆宣凱基27購01","","1.05"
"030664","滬深2X元富2B購01","2.33","2.27"
"030665","台達電元富26購01","1.05","1.32"
"030666","創意元富28購04","2.48","2.46"
"030667","創意元富28購05","3.29","3.06"
"030668","華擎元富28購02","0.94","0.84"
"030669","中華麥證25購01","0.83","1.10"
"03066P","創意元富23售02","","0.37"
"030670","聯電富邦26購04","0.74","0.89"
"030671","聯發科富邦26購05","0.68","1.12"
"030672","玉晶光富邦27購01","0.50","0.57"
"030673","華新中信25購03","","1.16"
"030674","飛宏中信27購01","0.38","0.38"
"030675","裕民中信27購01","1.13","1.15"
"030676","萬海中信25購02","0.48","0.45"
"030677","AES中信25購02","0.27","0.40"
"030678","長榮統一2B購01","1.73","1.47"
"030679","創意統一27購03","1.00","0.92"
"03067P","世芯元富23售06","0.74","0.77"
"030680","創意統一2A購01","0.74","0.71"
"030681","敦泰統一27購01","0.66","0.86"
"030682","聯電國泰27購04","0.78","0.97"
"030683","台達電國泰27購01","0.92","1.10"
"030684","創意國泰27購01","2.29","2.14"
"030685","創意國泰27購02","1.99","1.90"
"030686","祥碩國泰27購01","1.13","1.31"
"030687","南電國泰27購01","1.09","1.61"
"030688","T50正2群益27購02","","2.77"
"030689","裕隆群益25購02","2.17","2.43"
"03068P","臺股指富邦26售02","0.70","0.65"
"030690","裕隆群益27購01","2.55","2.87"
"030691","宏達電群益26購04","1.98","2.32"
"030692","長榮群益27購03","1.49","1.38"
"030693","大立光群益25購15","0.82","0.86"
"030694","創意群益25購06","3.20","3.02"
"030695","上証2X元大26購02","","1.88"
"030696","滬深2X元大25購06","","2.39"
"030697","元油反元大25購02","1.29","1.27"
"030698","台泥元大25購04","1.24","1.23"
"030699","中興電元大25購04","2.35","2.23"
"03069P","台積電中信27售01","0.94","0.88"
"030700","華新元大25購15","0.68","0.79"
"030701","中鴻元大25購03","2.59","2.05"
"030702","大成鋼元大25購03","2.16","2.65"
"030703","裕隆元大27購01","2.06","2.29"
"030705","國巨元大25購11","1.83","2.02"
"030706","台積電元大25購44","0.33","0.34"
"030707","台積電元大25購45","","1.07"
"030708","台積電元大2A購25","0.56","0.57"
"030709","台亞元大25購01","","1.81"
"03070P","聯電群益23售10","","0.78"
"030710","瑞昱元大25購05","0.54","0.84"
"030711","全新元大25購01","0.59","0.90"
"030712","萬海元大25購08","1.62","1.27"
"030713","慧洋元大25購07","1.50","1.53"
"030714","智原元大25購07","","1.52"
"030715","欣興元大25購13","4.23","5.79"
"030716","拓凱元大25購04","1.53","1.77"
"030717","新唐元大25購05","","0.92"
"030718","祥碩元大25購11","1.01","1.25"
"030719","聯茂元大25購05","","1.48"
"030720","威鋒電元大25購06","","1.39"
"030721","南電元大25購11","0.51","0.76"
"030722","創意康和27購01","1.42","1.31"
"030723","富鼎永豐26購02","0.69","0.82"
"030724","裕隆統一28購01","","0.57"
"030725","光罩統一27購02","1.05","1.12"
"030726","T50正2元富25購01","","1.54"
"030727","A50正2元富28購02","2.29","2.22"
"030728","愛普元富25購03","0.73","0.99"
"030729","國巨麥證25購02","2.01","2.44"
"03072P","陽明群益23售12","","1.85"
